DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI,LFC,VP_FRMB,VS_FRMB,RHO_FRMB,IP_FRMB,IS_FRMB,VPVS_FRMB,VP_FRMO,VS_FRMO,RHO_FRMO,IP_FRMO,IS_FRMO,VPVS_FRMO,VP_FRMG,VS_FRMG,RHO_FRMG,IP_FRMG,IS_FRMG,VPVS_FRMG,LFC_B,LFC_O,LFC_G
2013.2528,2294.7000000000007,876.9,1.9972,91.8785,0.4908,,,,2.6168320218953136,,,0.4936212406729436,2.7289793985076707,,,4.0,2294.7000000000007,876.9,,,,2.616832021895314,2294.7000000000007,876.9,,,,2.616832021895314,2294.7000000000007,876.9,,,,2.616832021895314,4.0,4.0,4.0
2013.4052,2296.7,943.0,2.0455,86.8004,0.4833,2.240103999999997,1.0,1.0,2.4355249204665954,5144.8468567999935,2112.4180719999968,0.4360098974293231,2.719761583588692,1.09,0.2943115044671145,4.0,2296.7,943.0,2.240103999999997,5144.846856799993,2112.418071999997,2.435524920466596,2296.7,943.0,2.240103999999997,5144.846856799993,2112.418071999997,2.435524920466596,2296.7,943.0,2.240103999999997,5144.846856799993,2112.418071999997,2.435524920466596,4.0,4.0,4.0
2013.5576,2290.4,912.5,2.1122,86.0021,0.4474,2.2422880000000003,1.0,1.0,2.510027397260274,5135.7364351999995,2046.0878,0.4269531369654917,2.7183125019144785,1.09,0.29234222629550244,4.0,2290.4,912.5,2.2422880000000003,5135.7364352,2046.0878000000002,2.510027397260274,2290.4,912.5,2.2422880000000003,5135.7364352,2046.0878000000002,2.510027397260274,2290.4,912.5,2.2422880000000003,5135.7364352,2046.0878000000002,2.510027397260274,4.0,4.0,4.0
2013.71,2277.5,891.5999999999997,2.1959999999999997,87.35700000000001,0.414,2.2428,1.0,1.0,2.5543965903992825,5107.977,1999.68048,0.4423245571739912,2.7207719291478387,1.09,0.2930955093135577,4.0,2277.5,891.5999999999997,2.2428,5107.977,1999.6804799999993,2.554396590399283,2277.5,891.5999999999997,2.2428,5107.977,1999.6804799999993,2.554396590399283,2277.5,891.5999999999997,2.2428,5107.977,1999.6804799999993,2.554396590399283,4.0,4.0,4.0
2013.8624,2262.0,890.5,2.202,90.4024,0.4293,2.240064,1.0,1.0,2.54014598540146,5067.024767999998,1994.7769920000005,0.476874799334272,2.726299967893484,1.09,0.2971557644894703,4.0,2262.0,890.5,2.240064,5067.024767999999,1994.7769919999998,2.54014598540146,2262.0,890.5,2.240064,5067.024767999999,1994.7769919999998,2.54014598540146,2262.0,890.5,2.240064,5067.024767999999,1994.7769919999998,2.54014598540146,4.0,4.0,4.0
2014.0148,2263.1,863.1,2.1667,93.3074,0.4746,2.2374080000000025,1.0,1.0,2.6220600162206,5063.4780448000065,1931.1068448000021,0.5098321952348484,2.731573151237576,1.09,0.30103145319172897,4.0,2263.1,863.1,2.2374080000000025,5063.478044800006,1931.1068448000021,2.6220600162206,2263.1,863.1,2.2374080000000025,5063.478044800006,1931.1068448000021,2.6220600162206,2263.1,863.1,2.2374080000000025,5063.478044800006,1931.1068448000021,2.6220600162206,4.0,4.0,4.0
2014.1672,2256.7,817.5,2.137,91.9733,0.501,2.234,1.0,1.0,2.7604892966360848,5041.4677999999985,1826.295,0.4946967522500087,2.7291514803600005,1.09,0.3020779264715992,4.0,2256.7,817.5,2.234,5041.467799999999,1826.295,2.760489296636085,2256.7,817.5,2.234,5041.467799999999,1826.295,2.760489296636085,2256.7,817.5,2.234,5041.467799999999,1826.295,2.760489296636085,4.0,4.0,4.0
2014.3196,2248.9,810.6,2.1302,88.62700000000002,0.473,2.2338039999999992,1.0,1.0,2.774364668147052,5023.601815599998,1810.7215223999995,0.4567327818878404,2.7230772451020546,1.09,0.2996020222371535,4.0,2248.9,810.6,2.2338039999999992,5023.601815599998,1810.7215223999995,2.7743646681470517,2248.9,810.6,2.2338039999999992,5023.601815599998,1810.7215223999995,2.7743646681470517,2248.9,810.6,2.2338039999999992,5023.601815599998,1810.7215223999995,2.7743646681470517,4.0,4.0,4.0
2014.4720000000002,2239.1,790.2,2.1424,84.5827,0.4236,2.2322800000000003,1.0,1.0,2.8335864338142236,4998.298148000002,1763.9476560000005,0.41084996046246997,2.715735993673995,1.09,0.2973766931132738,4.0,2239.1,790.2,2.2322800000000003,4998.298148000001,1763.9476560000003,2.833586433814224,2239.1,790.2,2.2322800000000003,4998.298148000001,1763.9476560000003,2.833586433814224,2239.1,790.2,2.2322800000000003,4998.298148000001,1763.9476560000003,2.833586433814224,4.0,4.0,4.0
2014.6244,2242.9,725.3,2.2003,84.5907,0.4114,2.2302680000000006,1.0,1.0,3.092375568730181,5002.268097200002,1617.6133804000006,0.4109407209331084,2.7157505153492973,1.09,0.2986205514103678,4.0,2242.9,725.3,2.2302680000000006,5002.268097200002,1617.6133804000003,3.092375568730181,2242.9,725.3,2.2302680000000006,5002.268097200002,1617.6133804000003,3.092375568730181,2242.9,725.3,2.2302680000000006,5002.268097200002,1617.6133804000003,3.092375568730181,4.0,4.0,4.0
2014.7769,2234.6,725.3,2.2142,84.4878,0.44299999999999995,2.2283845,1.0,1.0,3.0809320281262926,4979.548003700002,1616.24727785,0.4097733143795216,2.7155637303007234,1.09,0.2996986345226814,4.0,2234.6,725.3,2.2283845,4979.548003700001,1616.24727785,3.0809320281262926,2234.6,725.3,2.2283845,4979.548003700001,1616.24727785,3.0809320281262926,2234.6,725.3,2.2283845,4979.548003700001,1616.24727785,3.0809320281262926,4.0,4.0,4.0
2014.9292,2195.600000000001,688.8,2.1851,86.194,0.506,2.2284160000000006,1.0,1.0,3.187572590011615,4892.710169600002,1534.9329408000006,0.4291302537549309,2.7186608406007893,1.09,0.3010110075587893,4.0,2195.600000000001,688.8,2.2284160000000006,4892.710169600004,1534.9329408000003,3.187572590011616,2195.600000000001,688.8,2.2284160000000006,4892.710169600004,1534.9329408000003,3.187572590011616,2195.600000000001,688.8,2.2284160000000006,4892.710169600004,1534.9329408000003,3.187572590011616,4.0,4.0,4.0
2015.0815,2181.8,762.2,2.1432,83.5144,0.532,2.2229250000000005,1.0,1.0,2.862503279979008,4849.977765000001,1694.3134350000007,0.3987300341145919,2.7137968054583346,1.09,0.3022987875134909,4.0,2181.8,762.2,2.2229250000000005,4849.977765000001,1694.3134350000005,2.862503279979008,2181.8,762.2,2.2229250000000005,4849.977765000001,1694.3134350000005,2.862503279979008,2181.8,762.2,2.2229250000000005,4849.977765000001,1694.3134350000005,2.862503279979008,4.0,4.0,4.0
2015.234,2181.4,748.4,2.0798,85.3374,0.5283,2.2159800000000027,1.0,1.0,2.914751469802245,4833.938772000006,1658.4394320000022,0.4194120763613221,2.7171059322178115,1.09,0.30798605198049633,4.0,2181.4,748.4,2.2159800000000027,4833.938772000006,1658.439432000002,2.914751469802245,2181.4,748.4,2.2159800000000027,4833.938772000006,1658.439432000002,2.914751469802245,2181.4,748.4,2.2159800000000027,4833.938772000006,1658.439432000002,2.914751469802245,4.0,4.0,4.0
2015.3864,2200.0,766.7,2.0668,80.9337,0.505,2.214,1.0,1.0,2.869440459110473,4870.8,1697.4738,0.3694518407925205,2.709112294526804,1.09,0.3057924371277183,4.0,2200.0,766.7,2.214,4870.8,1697.4738,2.869440459110473,2200.0,766.7,2.214,4870.8,1697.4738,2.869440459110473,2200.0,766.7,2.214,4870.8,1697.4738,2.869440459110473,4.0,4.0,4.0
2015.5388,2206.8,787.5,2.0839,83.6182,0.4759,2.215940000000004,1.0,1.0,2.802285714285714,4890.136392000007,1745.0527500000023,0.3999076512211254,2.71398522419538,1.09,0.3066808840222903,4.0,2206.8,787.5,2.215940000000004,4890.1363920000085,1745.052750000003,2.8022857142857145,2206.8,787.5,2.215940000000004,4890.1363920000085,1745.052750000003,2.8022857142857145,2206.8,787.5,2.215940000000004,4890.1363920000085,1745.052750000003,2.8022857142857145,4.0,4.0,4.0
2015.6912,2210.4,789.5,2.0904,84.59,0.4922,2.219456,1.0,1.0,2.7997466751108298,4905.8855423999985,1752.260512,0.4109327793919276,2.7157492447027085,1.09,0.3052704753330288,4.0,2210.4,789.5,2.219456,4905.8855424,1752.260512,2.7997466751108298,2210.4,789.5,2.219456,4905.8855424,1752.260512,2.7997466751108298,2210.4,789.5,2.219456,4905.8855424,1752.260512,2.7997466751108298,4.0,4.0,4.0
2015.8436,2261.8,851.5,2.0709999999999997,88.994,0.4982,2.2204359999999994,1.0,1.0,2.656253669994128,5022.182144799999,1890.701254,0.460896418478378,2.7237434269565406,1.09,0.3080700547295483,4.0,2261.8,851.5,2.2204359999999994,5022.182144799999,1890.7012539999996,2.656253669994128,2261.8,851.5,2.2204359999999994,5022.182144799999,1890.7012539999996,2.656253669994128,2261.8,851.5,2.2204359999999994,5022.182144799999,1890.7012539999996,2.656253669994128,4.0,4.0,4.0
2015.996,2271.4,860.7,2.073,90.1404,0.5066,2.227240000000006,1.0,1.0,2.639014755431625,5058.952936000012,1916.9854680000049,0.4739023939208637,2.7258243830273376,1.09,0.3047908982164865,4.0,2271.4,860.7,2.227240000000006,5058.952936000013,1916.985468000005,2.6390147554316252,2271.4,860.7,2.227240000000006,5058.952936000013,1916.985468000005,2.6390147554316252,2271.4,860.7,2.227240000000006,5058.952936000013,1916.985468000005,2.6390147554316252,4.0,4.0,4.0
2016.1484,2293.2000000000007,835.0,2.0944,89.5602,0.4927,2.234484000000001,1.0,1.0,2.746347305389222,5124.118708800003,1865.7941400000007,0.4673199907878122,2.72477119852605,1.09,0.29991181577465026,4.0,2293.2000000000007,835.0,2.234484000000001,5124.118708800004,1865.7941400000009,2.7463473053892224,2293.2000000000007,835.0,2.234484000000001,5124.118708800004,1865.7941400000009,2.7463473053892224,2293.2000000000007,835.0,2.234484000000001,5124.118708800004,1865.7941400000009,2.7463473053892224,4.0,4.0,4.0
2016.3008,2351.0,864.3,2.1115,88.631,0.4738,2.2360480000000016,1.0,1.0,2.7201203285896103,5256.948848000005,1932.6162864000007,0.4567781621231597,2.7230845059397053,1.09,0.29823104938433936,4.0,2351.0,864.3,2.2360480000000016,5256.948848000004,1932.6162864000012,2.7201203285896103,2351.0,864.3,2.2360480000000016,5256.948848000004,1932.6162864000012,2.7201203285896103,2351.0,864.3,2.2360480000000016,5256.948848000004,1932.6162864000012,2.7201203285896103,4.0,4.0,4.0
